Location,Pixel_val,Coord_val,pixel_x,pixel_y,coord_x,coord_y,value
579,"(11.0, 29.0)","(-12.63168888322236, 8.214105565788474)",11,29,-12.63168888,8.214105566,0.00536571
580,"(11.0, 30.0)","(-12.63168888322236, 8.152527787518073)",11,30,-12.63168888,8.152527788,0.002503998
581,"(11.0, 31.0)","(-12.63168888322236, 8.090950009247674)",11,31,-12.63168888,8.090950009,0.003707427
582,"(11.0, 32.0)","(-12.63168888322236, 8.029372230977273)",11,32,-12.63168888,8.029372231,0.00241983
583,"(11.0, 33.0)","(-12.63168888322236, 7.967794452706873)",11,33,-12.63168888,7.967794453,0.00589176
584,"(11.0, 34.0)","(-12.63168888322236, 7.9062166744364735)",11,34,-12.63168888,7.906216674,0.00462924
585,"(11.0, 35.0)","(-12.63168888322236, 7.844638896166074)",11,35,-12.63168888,7.844638896,0.005239458
586,"(11.0, 36.0)","(-12.63168888322236, 7.783061117895674)",11,36,-12.63168888,7.783061118,0.003099996
587,"(11.0, 37.0)","(-12.63168888322236, 7.721483339625273)",11,37,-12.63168888,7.72148334,0.000904806
588,"(11.0, 38.0)","(-12.63168888322236, 7.659905561354874)",11,38,-12.63168888,7.659905561,0.001851696
589,"(11.0, 39.0)","(-12.63168888322236, 7.598327783084473)",11,39,-12.63168888,7.598327783,0.001220436
590,"(11.0, 40.0)","(-12.63168888322236, 7.536750004814074)",11,40,-12.63168888,7.536750005,0.003581752
591,"(11.0, 41.0)","(-12.63168888322236, 7.475172226543673)",11,41,-12.63168888,7.475172227,0.003535056
592,"(11.0, 42.0)","(-12.63168888322236, 7.413594448273273)",11,42,-12.63168888,7.413594448,0.00126252
593,"(11.0, 43.0)","(-12.63168888322236, 7.3520166700028735)",11,43,-12.63168888,7.35201667,0
594,"(11.0, 44.0)","(-12.63168888322236, 7.290438891732474)",11,44,-12.63168888,7.290438892,0
595,"(11.0, 45.0)","(-12.63168888322236, 7.228861113462074)",11,45,-12.63168888,7.228861113,0
596,"(11.0, 46.0)","(-12.63168888322236, 7.167283335191673)",11,46,-12.63168888,7.167283335,0
597,"(11.0, 47.0)","(-12.63168888322236, 7.105705556921274)",11,47,-12.63168888,7.105705557,0
598,"(11.0, 48.0)","(-12.63168888322236, 7.044127778650873)",11,48,-12.63168888,7.044127779,0
599,"(11.0, 49.0)","(-12.63168888322236, 6.982550000380474)",11,49,-12.63168888,6.98255,0
600,"(12.0, 0.0)","(-12.571072216070759, 9.999861135630074)",12,0,-12.57107222,9.999861136,0
601,"(12.0, 1.0)","(-12.571072216070759, 9.938283357359673)",12,1,-12.57107222,9.938283357,0
602,"(12.0, 2.0)","(-12.571072216070759, 9.876705579089274)",12,2,-12.57107222,9.876705579,0
603,"(12.0, 3.0)","(-12.571072216070759, 9.815127800818873)",12,3,-12.57107222,9.815127801,0
604,"(12.0, 4.0)","(-12.571072216070759, 9.753550022548474)",12,4,-12.57107222,9.753550023,0.000146621
605,"(12.0, 5.0)","(-12.571072216070759, 9.691972244278073)",12,5,-12.57107222,9.691972244,0.000357714
606,"(12.0, 6.0)","(-12.571072216070759, 9.630394466007674)",12,6,-12.57107222,9.630394466,0.000694386
607,"(12.0, 7.0)","(-12.571072216070759, 9.568816687737273)",12,7,-12.57107222,9.568816688,0.00147294
608,"(12.0, 8.0)","(-12.571072216070759, 9.507238909466874)",12,8,-12.57107222,9.507238909,0.00178857
609,"(12.0, 9.0)","(-12.571072216070759, 9.445661131196474)",12,9,-12.57107222,9.445661131,0.006325667
610,"(12.0, 10.0)","(-12.571072216070759, 9.384083352926073)",12,10,-12.57107222,9.384083353,0.005134248
611,"(12.0, 11.0)","(-12.571072216070759, 9.322505574655674)",12,11,-12.57107222,9.322505575,0.001809612
612,"(12.0, 12.0)","(-12.571072216070759, 9.260927796385273)",12,12,-12.57107222,9.260927796,0.003303594
613,"(12.0, 13.0)","(-12.571072216070759, 9.199350018114874)",12,13,-12.57107222,9.199350018,0.002827699
614,"(12.0, 14.0)","(-12.571072216070759, 9.137772239844473)",12,14,-12.57107222,9.13777224,0.0010521
615,"(12.0, 15.0)","(-12.571072216070759, 9.076194461574074)",12,15,-12.57107222,9.076194462,0.001977948
616,"(12.0, 16.0)","(-12.571072216070759, 9.014616683303673)",12,16,-12.57107222,9.014616683,0.00589176
617,"(12.0, 17.0)","(-12.571072216070759, 8.953038905033274)",12,17,-12.57107222,8.953038905,0.008227422
618,"(12.0, 18.0)","(-12.571072216070759, 8.891461126762874)",12,18,-12.57107222,8.891461127,0.009488501
619,"(12.0, 19.0)","(-12.571072216070759, 8.829883348492473)",12,19,-12.57107222,8.829883348,0.007511994
620,"(12.0, 20.0)","(-12.571072216070759, 8.768305570222074)",12,20,-12.57107222,8.76830557,0.007427826
621,"(12.0, 21.0)","(-12.571072216070759, 8.706727791951673)",12,21,-12.57107222,8.706727792,0.094878377
622,"(12.0, 22.0)","(-12.571072216070759, 8.645150013681274)",12,22,-12.57107222,8.645150014,0.005969587
623,"(12.0, 23.0)","(-12.571072216070759, 8.583572235410873)",12,23,-12.57107222,8.583572235,0.004082148
624,"(12.0, 24.0)","(-12.571072216070759, 8.521994457140474)",12,24,-12.57107222,8.521994457,0.005071122
625,"(12.0, 25.0)","(-12.571072216070759, 8.460416678870073)",12,25,-12.57107222,8.460416679,0.008900766
626,"(12.0, 26.0)","(-12.571072216070759, 8.398838900599674)",12,26,-12.57107222,8.398838901,0.005323626
627,"(12.0, 27.0)","(-12.571072216070759, 8.337261122329274)",12,27,-12.57107222,8.337261122,0.003372293
628,"(12.0, 28.0)","(-12.571072216070759, 8.275683344058873)",12,28,-12.57107222,8.275683344,0.002251494
629,"(12.0, 29.0)","(-12.571072216070759, 8.214105565788474)",12,29,-12.57107222,8.214105566,0.005428836
630,"(12.0, 30.0)","(-12.571072216070759, 8.152527787518073)",12,30,-12.57107222,8.152527788,0.001073142
631,"(12.0, 31.0)","(-12.571072216070759, 8.090950009247674)",12,31,-12.57107222,8.090950009,0.002387835
632,"(12.0, 32.0)","(-12.571072216070759, 8.029372230977273)",12,32,-12.57107222,8.029372231,0.001830654
633,"(12.0, 33.0)","(-12.571072216070759, 7.967794452706873)",12,33,-12.57107222,7.967794453,0.008648262
634,"(12.0, 34.0)","(-12.571072216070759, 7.9062166744364735)",12,34,-12.57107222,7.906216674,0.006712398
635,"(12.0, 35.0)","(-12.571072216070759, 7.844638896166074)",12,35,-12.57107222,7.844638896,0.003619224
636,"(12.0, 36.0)","(-12.571072216070759, 7.783061117895674)",12,36,-12.57107222,7.783061118,0.004775669
637,"(12.0, 37.0)","(-12.571072216070759, 7.721483339625273)",12,37,-12.57107222,7.72148334,0.000589176
638,"(12.0, 38.0)","(-12.571072216070759, 7.659905561354874)",12,38,-12.57107222,7.659905561,0.00021042
639,"(12.0, 39.0)","(-12.571072216070759, 7.598327783084473)",12,39,-12.57107222,7.598327783,0.00094689
640,"(12.0, 40.0)","(-12.571072216070759, 7.536750004814074)",12,40,-12.57107222,7.536750005,0.002932428
641,"(12.0, 41.0)","(-12.571072216070759, 7.475172226543673)",12,41,-12.57107222,7.475172227,0.004145274
642,"(12.0, 42.0)","(-12.571072216070759, 7.413594448273273)",12,42,-12.57107222,7.413594448,0.005323626
643,"(12.0, 43.0)","(-12.571072216070759, 7.3520166700028735)",12,43,-12.57107222,7.35201667,0.000399798
644,"(12.0, 44.0)","(-12.571072216070759, 7.290438891732474)",12,44,-12.57107222,7.290438892,0
645,"(12.0, 45.0)","(-12.571072216070759, 7.228861113462074)",12,45,-12.57107222,7.228861113,0
646,"(12.0, 46.0)","(-12.571072216070759, 7.167283335191673)",12,46,-12.57107222,7.167283335,0
647,"(12.0, 47.0)","(-12.571072216070759, 7.105705556921274)",12,47,-12.57107222,7.105705557,0
648,"(12.0, 48.0)","(-12.571072216070759, 7.044127778650873)",12,48,-12.57107222,7.044127779,0
649,"(12.0, 49.0)","(-12.571072216070759, 6.982550000380474)",12,49,-12.57107222,6.98255,0
650,"(13.0, 0.0)","(-12.51045554891916, 9.999861135630074)",13,0,-12.51045555,9.999861136,0
651,"(13.0, 1.0)","(-12.51045554891916, 9.938283357359673)",13,1,-12.51045555,9.938283357,0
652,"(13.0, 2.0)","(-12.51045554891916, 9.876705579089274)",13,2,-12.51045555,9.876705579,0.001089188
653,"(13.0, 3.0)","(-12.51045554891916, 9.815127800818873)",13,3,-12.51045555,9.815127801,0.000733107
654,"(13.0, 4.0)","(-12.51045554891916, 9.753550022548474)",13,4,-12.51045555,9.753550023,0.000354455
655,"(13.0, 5.0)","(-12.51045554891916, 9.691972244278073)",13,5,-12.51045555,9.691972244,0.00092162
656,"(13.0, 6.0)","(-12.51045554891916, 9.630394466007674)",13,6,-12.51045555,9.630394466,0.001633782
657,"(13.0, 7.0)","(-12.51045554891916, 9.568816687737273)",13,7,-12.51045555,9.568816688,0.000816891
658,"(13.0, 8.0)","(-12.51045554891916, 9.507238909466874)",13,8,-12.51045555,9.507238909,0.001068242
659,"(13.0, 9.0)","(-12.51045554891916, 9.445661131196474)",13,9,-12.51045555,9.445661131,0.00154292
660,"(13.0, 10.0)","(-12.51045554891916, 9.384083352926073)",13,10,-12.51045555,9.384083353,0.002911483
661,"(13.0, 11.0)","(-12.51045554891916, 9.322505574655674)",13,11,-12.51045555,9.322505575,0.00261824
662,"(13.0, 12.0)","(-12.51045554891916, 9.260927796385273)",13,12,-12.51045555,9.260927796,0.002534456
663,"(13.0, 13.0)","(-12.51045554891916, 9.199350018114874)",13,13,-12.51045555,9.199350018,0.000458706
664,"(13.0, 14.0)","(-12.51045554891916, 9.137772239844473)",13,14,-12.51045555,9.13777224,0.001110134
665,"(13.0, 15.0)","(-12.51045554891916, 9.076194461574074)",13,15,-12.51045555,9.076194462,0.002576348
666,"(13.0, 16.0)","(-12.51045554891916, 9.014616683303673)",13,16,-12.51045555,9.014616683,0.004419589
667,"(13.0, 17.0)","(-12.51045554891916, 8.953038905033274)",13,17,-12.51045555,8.953038905,0.005927695
668,"(13.0, 18.0)","(-12.51045554891916, 8.891461126762874)",13,18,-12.51045555,8.891461127,0.005170868
669,"(13.0, 19.0)","(-12.51045554891916, 8.829883348492473)",13,19,-12.51045555,8.829883348,0.006912153
670,"(13.0, 20.0)","(-12.51045554891916, 8.768305570222074)",13,20,-12.51045555,8.76830557,0.018977001
671,"(13.0, 21.0)","(-12.51045554891916, 8.706727791951673)",13,21,-12.51045555,8.706727792,0.017070923
672,"(13.0, 22.0)","(-12.51045554891916, 8.645150013681274)",13,22,-12.51045555,8.645150014,0.007693751
673,"(13.0, 23.0)","(-12.51045554891916, 8.583572235410873)",13,23,-12.51045555,8.583572235,0.005508776
674,"(13.0, 24.0)","(-12.51045554891916, 8.521994457140474)",13,24,-12.51045555,8.521994457,0.004838507
675,"(13.0, 25.0)","(-12.51045554891916, 8.460416678870073)",13,25,-12.51045555,8.460416679,0.006283775
676,"(13.0, 26.0)","(-12.51045554891916, 8.398838900599674)",13,26,-12.51045555,8.398838901,0.003749319
677,"(13.0, 27.0)","(-12.51045554891916, 8.337261122329274)",13,27,-12.51045555,8.337261122,0.00688059
678,"(13.0, 28.0)","(-12.51045554891916, 8.275683344058873)",13,28,-12.51045555,8.275683344,0.005152696
679,"(13.0, 29.0)","(-12.51045554891916, 8.214105565788474)",13,29,-12.51045555,8.214105566,0.001529052
680,"(13.0, 30.0)","(-12.51045554891916, 8.152527787518073)",13,30,-12.51045555,8.152527788,0.005383101
681,"(13.0, 31.0)","(-12.51045554891916, 8.090950009247674)",13,31,-12.51045555,8.090950009,0.002168429
682,"(13.0, 32.0)","(-12.51045554891916, 8.029372230977273)",13,32,-12.51045555,8.029372231,0.003414185
683,"(13.0, 33.0)","(-12.51045554891916, 7.967794452706873)",13,33,-12.51045555,7.967794453,0.005404047
684,"(13.0, 34.0)","(-12.51045554891916, 7.9062166744364735)",13,34,-12.51045555,7.906216674,0.004712831
685,"(13.0, 35.0)","(-12.51045554891916, 7.844638896166074)",13,35,-12.51045555,7.844638896,0.002764861
686,"(13.0, 36.0)","(-12.51045554891916, 7.783061117895674)",13,36,-12.51045555,7.783061118,0.000458706
687,"(13.0, 37.0)","(-12.51045554891916, 7.721483339625273)",13,37,-12.51045555,7.72148334,0.000481756
688,"(13.0, 38.0)","(-12.51045554891916, 7.659905561354874)",13,38,-12.51045555,7.659905561,0.000377027
689,"(13.0, 39.0)","(-12.51045554891916, 7.598327783084473)",13,39,-12.51045555,7.598327783,0.000712161
690,"(13.0, 40.0)","(-12.51045554891916, 7.536750004814074)",13,40,-12.51045555,7.536750005,0.021079627
691,"(13.0, 41.0)","(-12.51045554891916, 7.475172226543673)",13,41,-12.51045555,7.475172227,0.002345943
692,"(13.0, 42.0)","(-12.51045554891916, 7.413594448273273)",13,42,-12.51045555,7.413594448,0.002408781
693,"(13.0, 43.0)","(-12.51045554891916, 7.3520166700028735)",13,43,-12.51045555,7.35201667,0.001319593
694,"(13.0, 44.0)","(-12.51045554891916, 7.290438891732474)",13,44,-12.51045555,7.290438892,0
695,"(13.0, 45.0)","(-12.51045554891916, 7.228861113462074)",13,45,-12.51045555,7.228861113,0
696,"(13.0, 46.0)","(-12.51045554891916, 7.167283335191673)",13,46,-12.51045555,7.167283335,0
697,"(13.0, 47.0)","(-12.51045554891916, 7.105705556921274)",13,47,-12.51045555,7.105705557,0
698,"(13.0, 48.0)","(-12.51045554891916, 7.044127778650873)",13,48,-12.51045555,7.044127779,0
699,"(13.0, 49.0)","(-12.51045554891916, 6.982550000380474)",13,49,-12.51045555,6.98255,0
700,"(14.0, 0.0)","(-12.449838881767558, 9.999861135630074)",14,0,-12.44983888,9.999861136,0
701,"(14.0, 1.0)","(-12.449838881767558, 9.938283357359673)",14,1,-12.44983888,9.938283357,4.21E-05
702,"(14.0, 2.0)","(-12.449838881767558, 9.876705579089274)",14,2,-12.44983888,9.876705579,0.00178857
703,"(14.0, 3.0)","(-12.449838881767558, 9.815127800818873)",14,3,-12.44983888,9.815127801,0.000988974
704,"(14.0, 4.0)","(-12.449838881767558, 9.753550022548474)",14,4,-12.44983888,9.753550023,0.000481756
705,"(14.0, 5.0)","(-12.449838881767558, 9.691972244278073)",14,5,-12.44983888,9.691972244,0.000336672
706,"(14.0, 6.0)","(-12.449838881767558, 9.630394466007674)",14,6,-12.44983888,9.630394466,0.001178352
707,"(14.0, 7.0)","(-12.449838881767558, 9.568816687737273)",14,7,-12.44983888,9.568816688,0.00220941
708,"(14.0, 8.0)","(-12.449838881767558, 9.507238909466874)",14,8,-12.44983888,9.507238909,0.00778554
709,"(14.0, 9.0)","(-12.449838881767558, 9.445661131196474)",14,9,-12.44983888,9.445661131,0.004545264
710,"(14.0, 10.0)","(-12.449838881767558, 9.384083352926073)",14,10,-12.44983888,9.384083353,0.001136268
711,"(14.0, 11.0)","(-12.449838881767558, 9.322505574655674)",14,11,-12.44983888,9.322505575,0.00336672
712,"(14.0, 12.0)","(-12.449838881767558, 9.260927796385273)",14,12,-12.44983888,9.260927796,0.003745476
713,"(14.0, 13.0)","(-12.449838881767558, 9.199350018114874)",14,13,-12.44983888,9.199350018,0.001696619
714,"(14.0, 14.0)","(-12.449838881767558, 9.137772239844473)",14,14,-12.44983888,9.13777224,0.00347193
715,"(14.0, 15.0)","(-12.449838881767558, 9.076194461574074)",14,15,-12.44983888,9.076194462,0.008353674
716,"(14.0, 16.0)","(-12.449838881767558, 9.014616683303673)",14,16,-12.44983888,9.014616683,0.002966922
717,"(14.0, 17.0)","(-12.449838881767558, 8.953038905033274)",14,17,-12.44983888,8.953038905,0.003598182
718,"(14.0, 18.0)","(-12.449838881767558, 8.891461126762874)",14,18,-12.44983888,8.891461127,0.004293913
719,"(14.0, 19.0)","(-12.449838881767558, 8.829883348492473)",14,19,-12.44983888,8.829883348,0.006060096
720,"(14.0, 20.0)","(-12.449838881767558, 8.768305570222074)",14,20,-12.44983888,8.76830557,0.009321606
721,"(14.0, 21.0)","(-12.449838881767558, 8.706727791951673)",14,21,-12.44983888,8.706727792,0.002230452
722,"(14.0, 22.0)","(-12.449838881767558, 8.645150013681274)",14,22,-12.44983888,8.645150014,0.005990532
723,"(14.0, 23.0)","(-12.449838881767558, 8.583572235410873)",14,23,-12.44983888,8.583572235,0.006354684
724,"(14.0, 24.0)","(-12.449838881767558, 8.521994457140474)",14,24,-12.44983888,8.521994457,0.008164296
725,"(14.0, 25.0)","(-12.449838881767558, 8.460416678870073)",14,25,-12.44983888,8.460416679,0.009952866
726,"(14.0, 26.0)","(-12.449838881767558, 8.398838900599674)",14,26,-12.44983888,8.398838901,0.008816598
727,"(14.0, 27.0)","(-12.449838881767558, 8.337261122329274)",14,27,-12.44983888,8.337261122,0.003686482
728,"(14.0, 28.0)","(-12.449838881767558, 8.275683344058873)",14,28,-12.44983888,8.275683344,0.00284067
729,"(14.0, 29.0)","(-12.449838881767558, 8.214105565788474)",14,29,-12.44983888,8.214105566,0.003030048
730,"(14.0, 30.0)","(-12.449838881767558, 8.152527787518073)",14,30,-12.44983888,8.152527788,0.047070954
731,"(14.0, 31.0)","(-12.449838881767558, 8.090950009247674)",14,31,-12.44983888,8.090950009,0.002492564
732,"(14.0, 32.0)","(-12.449838881767558, 8.029372230977273)",14,32,-12.44983888,8.029372231,0.002882754
733,"(14.0, 33.0)","(-12.449838881767558, 7.967794452706873)",14,33,-12.44983888,7.967794453,0.002503998
734,"(14.0, 34.0)","(-12.449838881767558, 7.9062166744364735)",14,34,-12.44983888,7.906216674,0.005113206
735,"(14.0, 35.0)","(-12.449838881767558, 7.844638896166074)",14,35,-12.44983888,7.844638896,0.006775524
736,"(14.0, 36.0)","(-12.449838881767558, 7.783061117895674)",14,36,-12.44983888,7.783061118,0.004712831
737,"(14.0, 37.0)","(-12.449838881767558, 7.721483339625273)",14,37,-12.44983888,7.72148334,0.000820638
738,"(14.0, 38.0)","(-12.449838881767558, 7.659905561354874)",14,38,-12.44983888,7.659905561,0.002272536
739,"(14.0, 39.0)","(-12.449838881767558, 7.598327783084473)",14,39,-12.44983888,7.598327783,0.000568134
740,"(14.0, 40.0)","(-12.449838881767558, 7.536750004814074)",14,40,-12.44983888,7.536750005,0.000523648
741,"(14.0, 41.0)","(-12.449838881767558, 7.475172226543673)",14,41,-12.44983888,7.475172227,0.002651292
742,"(14.0, 42.0)","(-12.449838881767558, 7.413594448273273)",14,42,-12.44983888,7.413594448,0.002609208
743,"(14.0, 43.0)","(-12.449838881767558, 7.3520166700028735)",14,43,-12.44983888,7.35201667,0.000715428
744,"(14.0, 44.0)","(-12.449838881767558, 7.290438891732474)",14,44,-12.44983888,7.290438892,0
745,"(14.0, 45.0)","(-12.449838881767558, 7.228861113462074)",14,45,-12.44983888,7.228861113,0
746,"(14.0, 46.0)","(-12.449838881767558, 7.167283335191673)",14,46,-12.44983888,7.167283335,0
747,"(14.0, 47.0)","(-12.449838881767558, 7.105705556921274)",14,47,-12.44983888,7.105705557,0
748,"(14.0, 48.0)","(-12.449838881767558, 7.044127778650873)",14,48,-12.44983888,7.044127779,0
749,"(14.0, 49.0)","(-12.449838881767558, 6.982550000380474)",14,49,-12.44983888,6.98255,0
750,"(15.0, 0.0)","(-12.389222214615959, 9.999861135630074)",15,0,-12.38922221,9.999861136,0
751,"(15.0, 1.0)","(-12.389222214615959, 9.938283357359673)",15,1,-12.38922221,9.938283357,0.00063126
752,"(15.0, 2.0)","(-12.389222214615959, 9.876705579089274)",15,2,-12.38922221,9.876705579,0.006186348
753,"(15.0, 3.0)","(-12.389222214615959, 9.815127800818873)",15,3,-12.38922221,9.815127801,0.001115226
754,"(15.0, 4.0)","(-12.389222214615959, 9.753550022548474)",15,4,-12.38922221,9.753550023,0.000272297
755,"(15.0, 5.0)","(-12.389222214615959, 9.691972244278073)",15,5,-12.38922221,9.691972244,0.000231462
756,"(15.0, 6.0)","(-12.389222214615959, 9.630394466007674)",15,6,-12.38922221,9.630394466,0.001599192
757,"(15.0, 7.0)","(-12.389222214615959, 9.568816687737273)",15,7,-12.38922221,9.568816688,0.002335662
758,"(15.0, 8.0)","(-12.389222214615959, 9.507238909466874)",15,8,-12.38922221,9.507238909,0.005744466
759,"(15.0, 9.0)","(-12.389222214615959, 9.445661131196474)",15,9,-12.38922221,9.445661131,0.003497968
760,"(15.0, 10.0)","(-12.389222214615959, 9.384083352926073)",15,10,-12.38922221,9.384083353,0.005407794
761,"(15.0, 11.0)","(-12.389222214615959, 9.322505574655674)",15,11,-12.38922221,9.322505575,0.00357714
762,"(15.0, 12.0)","(-12.389222214615959, 9.260927796385273)",15,12,-12.38922221,9.260927796,0.00757512
763,"(15.0, 13.0)","(-12.389222214615959, 9.199350018114874)",15,13,-12.38922221,9.199350018,0.007708098
764,"(15.0, 14.0)","(-12.389222214615959, 9.137772239844473)",15,14,-12.38922221,9.13777224,0.007848666
765,"(15.0, 15.0)","(-12.389222214615959, 9.076194461574074)",15,15,-12.38922221,9.076194462,0.002251494
766,"(15.0, 16.0)","(-12.389222214615959, 9.014616683303673)",15,16,-12.38922221,9.014616683,0.006649272
767,"(15.0, 17.0)","(-12.389222214615959, 8.953038905033274)",15,17,-12.38922221,8.953038905,0.00378756
768,"(15.0, 18.0)","(-12.389222214615959, 8.891461126762874)",15,18,-12.38922221,8.891461127,0.003749319
769,"(15.0, 19.0)","(-12.389222214615959, 8.829883348492473)",15,19,-12.38922221,8.829883348,0.00505008
770,"(15.0, 20.0)","(-12.389222214615959, 8.768305570222074)",15,20,-12.38922221,8.76830557,0.003535056
771,"(15.0, 21.0)","(-12.389222214615959, 8.706727791951673)",15,21,-12.38922221,8.706727792,0.003808602
772,"(15.0, 22.0)","(-12.389222214615959, 8.645150013681274)",15,22,-12.38922221,8.645150014,0.00456621
773,"(15.0, 23.0)","(-12.389222214615959, 8.583572235410873)",15,23,-12.38922221,8.583572235,0.002356704
774,"(15.0, 24.0)","(-12.389222214615959, 8.521994457140474)",15,24,-12.38922221,8.521994457,0.002966922
775,"(15.0, 25.0)","(-12.389222214615959, 8.460416678870073)",15,25,-12.38922221,8.460416679,0.008059086
776,"(15.0, 26.0)","(-12.389222214615959, 8.398838900599674)",15,26,-12.38922221,8.398838901,0.007175322
777,"(15.0, 27.0)","(-12.389222214615959, 8.337261122329274)",15,27,-12.38922221,8.337261122,0.004482426
778,"(15.0, 28.0)","(-12.389222214615959, 8.275683344058873)",15,28,-12.38922221,8.275683344,0.005597172
779,"(15.0, 29.0)","(-12.389222214615959, 8.214105565788474)",15,29,-12.38922221,8.214105566,0.00715428
780,"(15.0, 30.0)","(-12.389222214615959, 8.152527787518073)",15,30,-12.38922221,8.152527788,0.001935864
781,"(15.0, 31.0)","(-12.389222214615959, 8.090950009247674)",15,31,-12.38922221,8.090950009,0.003791211
782,"(15.0, 32.0)","(-12.389222214615959, 8.029372230977273)",15,32,-12.38922221,8.029372231,0.002482956
783,"(15.0, 33.0)","(-12.389222214615959, 7.967794452706873)",15,33,-12.38922221,7.967794453,0.001851696
784,"(15.0, 34.0)","(-12.389222214615959, 7.9062166744364735)",15,34,-12.38922221,7.906216674,0.001767528
785,"(15.0, 35.0)","(-12.389222214615959, 7.844638896166074)",15,35,-12.38922221,7.844638896,0.004502988
786,"(15.0, 36.0)","(-12.389222214615959, 7.783061117895674)",15,36,-12.38922221,7.783061118,0.027774287
787,"(15.0, 37.0)","(-12.389222214615959, 7.721483339625273)",15,37,-12.38922221,7.72148334,0.00557613
788,"(15.0, 38.0)","(-12.389222214615959, 7.659905561354874)",15,38,-12.38922221,7.659905561,0.006144264
789,"(15.0, 39.0)","(-12.389222214615959, 7.598327783084473)",15,39,-12.38922221,7.598327783,0.004229442
790,"(15.0, 40.0)","(-12.389222214615959, 7.536750004814074)",15,40,-12.38922221,7.536750005,0.003958778
791,"(15.0, 41.0)","(-12.389222214615959, 7.475172226543673)",15,41,-12.38922221,7.475172227,0.00336672
792,"(15.0, 42.0)","(-12.389222214615959, 7.413594448273273)",15,42,-12.38922221,7.413594448,0.005344668
793,"(15.0, 43.0)","(-12.389222214615959, 7.3520166700028735)",15,43,-12.38922221,7.35201667,0.001115226
794,"(15.0, 44.0)","(-12.389222214615959, 7.290438891732474)",15,44,-12.38922221,7.290438892,0
795,"(15.0, 45.0)","(-12.389222214615959, 7.228861113462074)",15,45,-12.38922221,7.228861113,0
796,"(15.0, 46.0)","(-12.389222214615959, 7.167283335191673)",15,46,-12.38922221,7.167283335,0
797,"(15.0, 47.0)","(-12.389222214615959, 7.105705556921274)",15,47,-12.38922221,7.105705557,0
798,"(15.0, 48.0)","(-12.389222214615959, 7.044127778650873)",15,48,-12.38922221,7.044127779,0
799,"(15.0, 49.0)","(-12.389222214615959, 6.982550000380474)",15,49,-12.38922221,6.98255,0
800,"(16.0, 0.0)","(-12.32860554746436, 9.999861135630074)",16,0,-12.32860555,9.999861136,0
801,"(16.0, 1.0)","(-12.32860554746436, 9.938283357359673)",16,1,-12.32860555,9.938283357,0.000399798
802,"(16.0, 2.0)","(-12.32860554746436, 9.876705579089274)",16,2,-12.32860555,9.876705579,0.002440872
803,"(16.0, 3.0)","(-12.32860554746436, 9.815127800818873)",16,3,-12.32860555,9.815127801,0.000462924
804,"(16.0, 4.0)","(-12.32860554746436, 9.753550022548474)",16,4,-12.32860555,9.753550023,0.001927024
805,"(16.0, 5.0)","(-12.32860554746436, 9.691972244278073)",16,5,-12.32860555,9.691972244,0.000231462
806,"(16.0, 6.0)","(-12.32860554746436, 9.630394466007674)",16,6,-12.32860555,9.630394466,0.001346688
807,"(16.0, 7.0)","(-12.32860554746436, 9.568816687737273)",16,7,-12.32860555,9.568816688,0.011657268
808,"(16.0, 8.0)","(-12.32860554746436, 9.507238909466874)",16,8,-12.32860555,9.507238909,0.012646242
809,"(16.0, 9.0)","(-12.32860554746436, 9.445661131196474)",16,9,-12.32860555,9.445661131,0.014306062
810,"(16.0, 10.0)","(-12.32860554746436, 9.384083352926073)",16,10,-12.32860555,9.384083353,0.013908762
811,"(16.0, 11.0)","(-12.32860554746436, 9.322505574655674)",16,11,-12.32860555,9.322505575,0.010794546
812,"(16.0, 12.0)","(-12.32860554746436, 9.260927796385273)",16,12,-12.32860555,9.260927796,0.00936369
813,"(16.0, 13.0)","(-12.32860554746436, 9.199350018114874)",16,13,-12.32860555,9.199350018,0.00754053
814,"(16.0, 14.0)","(-12.32860554746436, 9.137772239844473)",16,14,-12.32860555,9.13777224,0.005723424
815,"(16.0, 15.0)","(-12.32860554746436, 9.076194461574074)",16,15,-12.32860555,9.076194462,0.003598182
816,"(16.0, 16.0)","(-12.32860554746436, 9.014616683303673)",16,16,-12.32860555,9.014616683,0.002440872
817,"(16.0, 17.0)","(-12.32860554746436, 8.953038905033274)",16,17,-12.32860555,8.953038905,0.003345678
818,"(16.0, 18.0)","(-12.32860554746436, 8.891461126762874)",16,18,-12.32860555,8.891461127,0.004189184
819,"(16.0, 19.0)","(-12.32860554746436, 8.829883348492473)",16,19,-12.32860555,8.829883348,0.003114216
820,"(16.0, 20.0)","(-12.32860554746436, 8.768305570222074)",16,20,-12.32860555,8.76830557,0.003429846
821,"(16.0, 21.0)","(-12.32860554746436, 8.706727791951673)",16,21,-12.32860555,8.706727792,0.003114216
822,"(16.0, 22.0)","(-12.32860554746436, 8.645150013681274)",16,22,-12.32860555,8.645150014,0.007938503
823,"(16.0, 23.0)","(-12.32860554746436, 8.583572235410873)",16,23,-12.32860555,8.583572235,0.00347193
824,"(16.0, 24.0)","(-12.32860554746436, 8.521994457140474)",16,24,-12.32860555,8.521994457,0.00483966
825,"(16.0, 25.0)","(-12.32860554746436, 8.460416678870073)",16,25,-12.32860555,8.460416679,0.008269506
