,x,y
0,-11.723023780301155,9.069902594701771
1,-11.722946151653632,9.068716771987955
2,-11.724700159392066,9.068204516771111
3,-11.728068905887978,9.066884860211626
4,-11.730784916956742,9.06556931191362
5,-11.733206271399567,9.06438315911151
6,-11.737981916193114,9.062037653781346
7,-11.740143273632368,9.0602145213063
8,-11.75155318722492,9.050175972022625
9,-11.75361176222635,9.048424126069731
10,-11.797497016350448,9.010144608462804
11,-11.79973764929803,9.009304277563809
12,-11.802452491180722,9.008292712750588
13,-11.80512467752355,9.007269245960412
14,-11.808651247637515,9.00595503600165
15,-11.842793571878058,8.993085471203589
16,-11.845866519176994,8.991926649525238
17,-11.852397617571928,8.989446991864055
18,-11.858434163437678,8.987180560803576
19,-11.864663603432458,8.984879074260117
20,-11.8682533385381,8.983549984308866
21,-11.871259196479468,8.982389883074475
22,-11.880850648716237,8.978787428181768
23,-11.884045014378232,8.97759225308509
24,-11.887438065596239,8.976297667738846
25,-11.89061520988474,8.975092690550337
26,-11.893949569407187,8.973857891182133
27,-11.896921267857165,8.97274400236366
28,-11.906734865058162,8.968956664054497
29,-11.909522775220628,8.967971416320621
30,-11.915044299779966,8.965881867234465
31,-11.917416539735735,8.965010161625296
32,-11.927389493923707,8.959259732202973
33,-11.946316192925,8.952355818652844
34,-11.980741239364038,8.939780017220667
35,-12.028437548888235,8.905974450368198
36,-12.031186366742736,8.904020356060144
37,-12.033670486213783,8.902180586934435
38,-12.035906385442221,8.900424045311839
39,-12.038034750214228,8.899129947073662
40,-12.041010160998825,8.899165688959592
41,-12.043291963248132,8.899186862135661
42,-12.04692980727809,8.895361261865967
43,-12.04909474917624,8.8930891351947
44,-12.050158787617043,8.889585655925659
45,-12.048561765478977,8.88506746530055
46,-12.049259481873431,8.882922681537421
47,-12.04926955442144,8.882885550006987
48,-12.052114339456429,8.883696022420217
49,-12.061952673056002,8.8845019283271
50,-12.064064746245707,8.884993649824132
51,-12.071122761573253,8.886781455710906
52,-12.074338456765323,8.887586652173924
53,-12.083017323905763,8.889779195148694
54,-12.086253501765253,8.888346155872325
55,-12.089724403277145,8.886753007834843
56,-12.092601287074999,8.885468191870434
57,-12.099958274256478,8.882152160594696
58,-12.102532547220738,8.88100273672314
59,-12.106192124936477,8.879354201826128
60,-12.108547897474608,8.878293952530951
61,-12.111502052833917,8.877002523889235
62,-12.115008427054644,8.875522848002554
63,-12.118602919385516,8.87399224738725
64,-12.124051067048864,8.870021997562658
65,-12.126643297987611,8.868291470045557
66,-12.128774666104352,8.866834648990881
67,-12.13082667729265,8.865476366870858
68,-12.133282017466444,8.863810788727331
69,-12.136039951753348,8.862239310392933
70,-12.13919838173309,8.8604834225925
71,-12.14240582089231,8.858720830132391
72,-12.145404529918197,8.857062624597704
73,-12.148453471876147,8.855363153602324
74,-12.15152909171592,8.853686820836412
75,-12.154537805056082,8.852000646442107
76,-12.157664003926541,8.850321769007278
77,-12.160631558907635,8.848695354915796
78,-12.16369022076425,8.84699664002199
79,-12.166616414754824,8.845390020069885
80,-12.169505726103543,8.843798816182533
81,-12.172451181299888,8.842147695864412
82,-12.175659736477808,8.840398154847676
83,-12.179182429721411,8.83844882863274
84,-12.182701041123451,8.836508418093652
85,-12.185338003879073,8.835037400693967
86,-12.194485849027014,8.829961586915259
87,-12.205698290811844,8.828734395614864
88,-12.20893967522968,8.82838641627862
89,-12.212508470627105,8.827985090207282
90,-12.216124391607977,8.827586026387072
91,-12.230008279884748,8.826066168286
92,-12.23719623705115,8.825272712754828
93,-12.2409485376339,8.824854760017974
94,-12.244256798886086,8.824499649895094
95,-12.247865147040686,8.824088854854239
96,-12.251487530453065,8.823692947884126
97,-12.25511904804547,8.823293290435993
98,-12.258665884976503,8.822902755738223
99,-12.262334541325869,8.822499857431138
100,-12.26903135377756,8.821766273252734
101,-12.272631868589913,8.821333439015246
102,-12.279886709172557,8.820592970610813
103,-12.283309514429076,8.820206626767279
104,-12.28701217070494,8.819783929632477
105,-12.29185467906321,8.819271427003324
106,-12.295084792453494,8.81890702480843
107,-12.29848590352794,8.818531195925264
108,-12.302173454047578,8.818138563352468
109,-12.30532426257581,8.817777624152228
110,-12.308853399186116,8.817394844906934
111,-12.31209581081243,8.817019688409756
112,-12.315220870248003,8.816650852967665
113,-12.31892192980242,8.81626818224628
114,-12.322467043580016,8.815866640215022
115,-12.329130792242296,8.815159852790249
116,-12.333057857704759,8.814715436692909
117,-12.3360189155605,8.81438697836507
118,-12.343111647748236,8.813581680345008
119,-12.346607209955984,8.81321710642025
120,-12.378530134318774,8.801377829725
121,-12.385596888451369,8.798757616529668
122,-12.395446670218236,8.795138017235667
123,-12.404497823185856,8.79171065210786
124,-12.407017940835049,8.790416719469194
125,-12.43530106185564,8.775139596032249
126,-12.481248691309906,8.750304219751376
127,-12.511899641123453,8.707006986132656
128,-12.527110678277744,8.697528390340446
129,-12.533202775506375,8.694877385454632
130,-12.53899391690475,8.692795912898367
131,-12.541990982581316,8.69140344971334
132,-12.545243900516503,8.6898915090457
133,-12.55660543625281,8.682396003048247
134,-12.55979051527173,8.680287088615021
135,-12.565683926500906,8.676417775318127
136,-12.569366510712216,8.67398999136082
137,-12.572636810617741,8.672484998692449
138,-12.576099812293972,8.670898663222388
139,-12.57903333664586,8.669556309873842
140,-12.582459068319238,8.667989030753974
141,-12.585649925634387,8.666528879480511
142,-12.588828497951104,8.665071500058165
143,-12.591706821420567,8.663758294235578
144,-12.595456029553231,8.662044772409192
145,-12.598648083339185,8.660578034344752
146,-12.602349114264232,8.658893885129444
147,-12.605006387851573,8.65767413008808
148,-12.608081326507346,8.656265929579748
149,-12.611573458363033,8.654663751060749
150,-12.614670457056288,8.653248480460062
151,-12.618201243915378,8.651632684370089
152,-12.621279916046412,8.650223252380602
153,-12.624811619819416,8.648608757550635
154,-12.627864866449611,8.647208242560422
155,-12.631280672576937,8.645638404252928
156,-12.634489369315391,8.644164637494693
157,-12.63765282602163,8.642722057752636
158,-12.641021234444453,8.641177412483332
159,-12.64405406085246,8.63979366623194
160,-12.646624259275189,8.638619466991004
161,-12.662919415247206,8.63115588070602
162,-12.705962212019424,8.611474077095908
163,-12.802576179634343,8.482359722641867
164,-12.882711340607324,8.425503476808391
165,-12.9205872448683,8.402377332830628
166,-12.993795450112529,8.334037514661672
167,-13.067169553961815,8.323457910224825
168,-13.117756566606355,8.357750318686907
169,-13.140917128456023,8.377693886566284
170,-13.148940161743116,8.38237509795213
171,-13.162005938010417,8.39060949520752
172,-13.192626943467982,8.425957554587725
173,-13.211481107730624,8.43744054191558
174,-13.219615607544105,8.442734501765916
175,-13.2313342129375,8.450404676089684
176,-13.24856596009299,8.46204406130243
177,-13.249793757030318,8.46300462227713
178,-13.250292298757769,8.46492132903776
179,-13.25159213196363,8.471669756364749
180,-13.25127479708129,8.47346355463908
181,-13.251244664263297,8.47633163306931
