Location,Pixel_val,Coord_val
1773,"(35, 23)","(-11.176888871583959, 8.583572235410873)"
1774,"(35, 24)","(-11.176888871583959, 8.521994457140474)"
1775,"(35, 25)","(-11.176888871583959, 8.460416678870073)"
1776,"(35, 26)","(-11.176888871583959, 8.398838900599674)"
1777,"(35, 27)","(-11.176888871583959, 8.337261122329274)"
1778,"(35, 28)","(-11.176888871583959, 8.275683344058873)"
1779,"(35, 29)","(-11.176888871583959, 8.214105565788474)"
1780,"(35, 30)","(-11.176888871583959, 8.152527787518073)"
1781,"(35, 31)","(-11.176888871583959, 8.090950009247674)"
1782,"(35, 32)","(-11.176888871583959, 8.029372230977273)"
1783,"(35, 33)","(-11.176888871583959, 7.967794452706873)"
1784,"(35, 34)","(-11.176888871583959, 7.9062166744364735)"
1785,"(35, 35)","(-11.176888871583959, 7.844638896166074)"
1786,"(35, 36)","(-11.176888871583959, 7.783061117895674)"
1787,"(35, 37)","(-11.176888871583959, 7.721483339625273)"
1788,"(35, 38)","(-11.176888871583959, 7.659905561354874)"
1789,"(35, 39)","(-11.176888871583959, 7.598327783084473)"
1790,"(35, 40)","(-11.176888871583959, 7.536750004814074)"
1791,"(35, 41)","(-11.176888871583959, 7.475172226543673)"
1792,"(35, 42)","(-11.176888871583959, 7.413594448273273)"
1793,"(35, 43)","(-11.176888871583959, 7.3520166700028735)"
1794,"(35, 44)","(-11.176888871583959, 7.290438891732474)"
1795,"(35, 45)","(-11.176888871583959, 7.228861113462074)"
1796,"(35, 46)","(-11.176888871583959, 7.167283335191673)"
1797,"(35, 47)","(-11.176888871583959, 7.105705556921274)"
1798,"(35, 48)","(-11.176888871583959, 7.044127778650873)"
1799,"(35, 49)","(-11.176888871583959, 6.982550000380474)"
1800,"(36, 0)","(-11.11627220443236, 9.999861135630074)"
1801,"(36, 1)","(-11.11627220443236, 9.938283357359673)"
1802,"(36, 2)","(-11.11627220443236, 9.876705579089274)"
1803,"(36, 3)","(-11.11627220443236, 9.815127800818873)"
1804,"(36, 4)","(-11.11627220443236, 9.753550022548474)"
1805,"(36, 5)","(-11.11627220443236, 9.691972244278073)"
1806,"(36, 6)","(-11.11627220443236, 9.630394466007674)"
1807,"(36, 7)","(-11.11627220443236, 9.568816687737273)"
1808,"(36, 8)","(-11.11627220443236, 9.507238909466874)"
1809,"(36, 9)","(-11.11627220443236, 9.445661131196474)"
1810,"(36, 10)","(-11.11627220443236, 9.384083352926073)"
1811,"(36, 11)","(-11.11627220443236, 9.322505574655674)"
1812,"(36, 12)","(-11.11627220443236, 9.260927796385273)"
1813,"(36, 13)","(-11.11627220443236, 9.199350018114874)"
1814,"(36, 14)","(-11.11627220443236, 9.137772239844473)"
1815,"(36, 15)","(-11.11627220443236, 9.076194461574074)"
1816,"(36, 16)","(-11.11627220443236, 9.014616683303673)"
1817,"(36, 17)","(-11.11627220443236, 8.953038905033274)"
1818,"(36, 18)","(-11.11627220443236, 8.891461126762874)"
1819,"(36, 19)","(-11.11627220443236, 8.829883348492473)"
1820,"(36, 20)","(-11.11627220443236, 8.768305570222074)"
1821,"(36, 21)","(-11.11627220443236, 8.706727791951673)"
1822,"(36, 22)","(-11.11627220443236, 8.645150013681274)"
1823,"(36, 23)","(-11.11627220443236, 8.583572235410873)"
1824,"(36, 24)","(-11.11627220443236, 8.521994457140474)"
1825,"(36, 25)","(-11.11627220443236, 8.460416678870073)"
1826,"(36, 26)","(-11.11627220443236, 8.398838900599674)"
1827,"(36, 27)","(-11.11627220443236, 8.337261122329274)"
1828,"(36, 28)","(-11.11627220443236, 8.275683344058873)"
1829,"(36, 29)","(-11.11627220443236, 8.214105565788474)"
1830,"(36, 30)","(-11.11627220443236, 8.152527787518073)"
1831,"(36, 31)","(-11.11627220443236, 8.090950009247674)"
1832,"(36, 32)","(-11.11627220443236, 8.029372230977273)"
1833,"(36, 33)","(-11.11627220443236, 7.967794452706873)"
1834,"(36, 34)","(-11.11627220443236, 7.9062166744364735)"
1835,"(36, 35)","(-11.11627220443236, 7.844638896166074)"
1836,"(36, 36)","(-11.11627220443236, 7.783061117895674)"
1837,"(36, 37)","(-11.11627220443236, 7.721483339625273)"
1838,"(36, 38)","(-11.11627220443236, 7.659905561354874)"
1839,"(36, 39)","(-11.11627220443236, 7.598327783084473)"
1840,"(36, 40)","(-11.11627220443236, 7.536750004814074)"
1841,"(36, 41)","(-11.11627220443236, 7.475172226543673)"
1842,"(36, 42)","(-11.11627220443236, 7.413594448273273)"
1843,"(36, 43)","(-11.11627220443236, 7.3520166700028735)"
1844,"(36, 44)","(-11.11627220443236, 7.290438891732474)"
1845,"(36, 45)","(-11.11627220443236, 7.228861113462074)"
1846,"(36, 46)","(-11.11627220443236, 7.167283335191673)"
1847,"(36, 47)","(-11.11627220443236, 7.105705556921274)"
1848,"(36, 48)","(-11.11627220443236, 7.044127778650873)"
1849,"(36, 49)","(-11.11627220443236, 6.982550000380474)"
1850,"(37, 0)","(-11.055655537280758, 9.999861135630074)"
1851,"(37, 1)","(-11.055655537280758, 9.938283357359673)"
1852,"(37, 2)","(-11.055655537280758, 9.876705579089274)"
1853,"(37, 3)","(-11.055655537280758, 9.815127800818873)"
1854,"(37, 4)","(-11.055655537280758, 9.753550022548474)"
1855,"(37, 5)","(-11.055655537280758, 9.691972244278073)"
1856,"(37, 6)","(-11.055655537280758, 9.630394466007674)"
1857,"(37, 7)","(-11.055655537280758, 9.568816687737273)"
1858,"(37, 8)","(-11.055655537280758, 9.507238909466874)"
1859,"(37, 9)","(-11.055655537280758, 9.445661131196474)"
1860,"(37, 10)","(-11.055655537280758, 9.384083352926073)"
1861,"(37, 11)","(-11.055655537280758, 9.322505574655674)"
1862,"(37, 12)","(-11.055655537280758, 9.260927796385273)"
1863,"(37, 13)","(-11.055655537280758, 9.199350018114874)"
1864,"(37, 14)","(-11.055655537280758, 9.137772239844473)"
1865,"(37, 15)","(-11.055655537280758, 9.076194461574074)"
1866,"(37, 16)","(-11.055655537280758, 9.014616683303673)"
1867,"(37, 17)","(-11.055655537280758, 8.953038905033274)"
1868,"(37, 18)","(-11.055655537280758, 8.891461126762874)"
1869,"(37, 19)","(-11.055655537280758, 8.829883348492473)"
1870,"(37, 20)","(-11.055655537280758, 8.768305570222074)"
1871,"(37, 21)","(-11.055655537280758, 8.706727791951673)"
1872,"(37, 22)","(-11.055655537280758, 8.645150013681274)"
1873,"(37, 23)","(-11.055655537280758, 8.583572235410873)"
1874,"(37, 24)","(-11.055655537280758, 8.521994457140474)"
1875,"(37, 25)","(-11.055655537280758, 8.460416678870073)"
1876,"(37, 26)","(-11.055655537280758, 8.398838900599674)"
1877,"(37, 27)","(-11.055655537280758, 8.337261122329274)"
1878,"(37, 28)","(-11.055655537280758, 8.275683344058873)"
1879,"(37, 29)","(-11.055655537280758, 8.214105565788474)"
1880,"(37, 30)","(-11.055655537280758, 8.152527787518073)"
1881,"(37, 31)","(-11.055655537280758, 8.090950009247674)"
1882,"(37, 32)","(-11.055655537280758, 8.029372230977273)"
1883,"(37, 33)","(-11.055655537280758, 7.967794452706873)"
1884,"(37, 34)","(-11.055655537280758, 7.9062166744364735)"
1885,"(37, 35)","(-11.055655537280758, 7.844638896166074)"
1886,"(37, 36)","(-11.055655537280758, 7.783061117895674)"
1887,"(37, 37)","(-11.055655537280758, 7.721483339625273)"
1888,"(37, 38)","(-11.055655537280758, 7.659905561354874)"
1889,"(37, 39)","(-11.055655537280758, 7.598327783084473)"
1890,"(37, 40)","(-11.055655537280758, 7.536750004814074)"
1891,"(37, 41)","(-11.055655537280758, 7.475172226543673)"
1892,"(37, 42)","(-11.055655537280758, 7.413594448273273)"
1893,"(37, 43)","(-11.055655537280758, 7.3520166700028735)"
1894,"(37, 44)","(-11.055655537280758, 7.290438891732474)"
1895,"(37, 45)","(-11.055655537280758, 7.228861113462074)"
1896,"(37, 46)","(-11.055655537280758, 7.167283335191673)"
1897,"(37, 47)","(-11.055655537280758, 7.105705556921274)"
1898,"(37, 48)","(-11.055655537280758, 7.044127778650873)"
1899,"(37, 49)","(-11.055655537280758, 6.982550000380474)"
1900,"(38, 0)","(-10.995038870129159, 9.999861135630074)"
1901,"(38, 1)","(-10.995038870129159, 9.938283357359673)"
1902,"(38, 2)","(-10.995038870129159, 9.876705579089274)"
1903,"(38, 3)","(-10.995038870129159, 9.815127800818873)"
1904,"(38, 4)","(-10.995038870129159, 9.753550022548474)"
1905,"(38, 5)","(-10.995038870129159, 9.691972244278073)"
1906,"(38, 6)","(-10.995038870129159, 9.630394466007674)"
1907,"(38, 7)","(-10.995038870129159, 9.568816687737273)"
1908,"(38, 8)","(-10.995038870129159, 9.507238909466874)"
1909,"(38, 9)","(-10.995038870129159, 9.445661131196474)"
1910,"(38, 10)","(-10.995038870129159, 9.384083352926073)"
1911,"(38, 11)","(-10.995038870129159, 9.322505574655674)"
1912,"(38, 12)","(-10.995038870129159, 9.260927796385273)"
1913,"(38, 13)","(-10.995038870129159, 9.199350018114874)"
1914,"(38, 14)","(-10.995038870129159, 9.137772239844473)"
1915,"(38, 15)","(-10.995038870129159, 9.076194461574074)"
1916,"(38, 16)","(-10.995038870129159, 9.014616683303673)"
1917,"(38, 17)","(-10.995038870129159, 8.953038905033274)"
1918,"(38, 18)","(-10.995038870129159, 8.891461126762874)"
1919,"(38, 19)","(-10.995038870129159, 8.829883348492473)"
1920,"(38, 20)","(-10.995038870129159, 8.768305570222074)"
1921,"(38, 21)","(-10.995038870129159, 8.706727791951673)"
1922,"(38, 22)","(-10.995038870129159, 8.645150013681274)"
1923,"(38, 23)","(-10.995038870129159, 8.583572235410873)"
1924,"(38, 24)","(-10.995038870129159, 8.521994457140474)"
1925,"(38, 25)","(-10.995038870129159, 8.460416678870073)"
1926,"(38, 26)","(-10.995038870129159, 8.398838900599674)"
1927,"(38, 27)","(-10.995038870129159, 8.337261122329274)"
1928,"(38, 28)","(-10.995038870129159, 8.275683344058873)"
1929,"(38, 29)","(-10.995038870129159, 8.214105565788474)"
1930,"(38, 30)","(-10.995038870129159, 8.152527787518073)"
1931,"(38, 31)","(-10.995038870129159, 8.090950009247674)"
1932,"(38, 32)","(-10.995038870129159, 8.029372230977273)"
1933,"(38, 33)","(-10.995038870129159, 7.967794452706873)"
1934,"(38, 34)","(-10.995038870129159, 7.9062166744364735)"
1935,"(38, 35)","(-10.995038870129159, 7.844638896166074)"
1936,"(38, 36)","(-10.995038870129159, 7.783061117895674)"
1937,"(38, 37)","(-10.995038870129159, 7.721483339625273)"
1938,"(38, 38)","(-10.995038870129159, 7.659905561354874)"
1939,"(38, 39)","(-10.995038870129159, 7.598327783084473)"
1940,"(38, 40)","(-10.995038870129159, 7.536750004814074)"
1941,"(38, 41)","(-10.995038870129159, 7.475172226543673)"
1942,"(38, 42)","(-10.995038870129159, 7.413594448273273)"
1943,"(38, 43)","(-10.995038870129159, 7.3520166700028735)"
1944,"(38, 44)","(-10.995038870129159, 7.290438891732474)"
1945,"(38, 45)","(-10.995038870129159, 7.228861113462074)"
1946,"(38, 46)","(-10.995038870129159, 7.167283335191673)"
1947,"(38, 47)","(-10.995038870129159, 7.105705556921274)"
1948,"(38, 48)","(-10.995038870129159, 7.044127778650873)"
1949,"(38, 49)","(-10.995038870129159, 6.982550000380474)"
1950,"(39, 0)","(-10.934422202977558, 9.999861135630074)"
1951,"(39, 1)","(-10.934422202977558, 9.938283357359673)"
1952,"(39, 2)","(-10.934422202977558, 9.876705579089274)"
1953,"(39, 3)","(-10.934422202977558, 9.815127800818873)"
1954,"(39, 4)","(-10.934422202977558, 9.753550022548474)"
1955,"(39, 5)","(-10.934422202977558, 9.691972244278073)"
1956,"(39, 6)","(-10.934422202977558, 9.630394466007674)"
1957,"(39, 7)","(-10.934422202977558, 9.568816687737273)"
1958,"(39, 8)","(-10.934422202977558, 9.507238909466874)"
1959,"(39, 9)","(-10.934422202977558, 9.445661131196474)"
1960,"(39, 10)","(-10.934422202977558, 9.384083352926073)"
1961,"(39, 11)","(-10.934422202977558, 9.322505574655674)"
1962,"(39, 12)","(-10.934422202977558, 9.260927796385273)"
1963,"(39, 13)","(-10.934422202977558, 9.199350018114874)"
1964,"(39, 14)","(-10.934422202977558, 9.137772239844473)"
1965,"(39, 15)","(-10.934422202977558, 9.076194461574074)"
1966,"(39, 16)","(-10.934422202977558, 9.014616683303673)"
1967,"(39, 17)","(-10.934422202977558, 8.953038905033274)"
1968,"(39, 18)","(-10.934422202977558, 8.891461126762874)"
1969,"(39, 19)","(-10.934422202977558, 8.829883348492473)"
1970,"(39, 20)","(-10.934422202977558, 8.768305570222074)"
1971,"(39, 21)","(-10.934422202977558, 8.706727791951673)"
1972,"(39, 22)","(-10.934422202977558, 8.645150013681274)"
1973,"(39, 23)","(-10.934422202977558, 8.583572235410873)"
1974,"(39, 24)","(-10.934422202977558, 8.521994457140474)"
1975,"(39, 25)","(-10.934422202977558, 8.460416678870073)"
1976,"(39, 26)","(-10.934422202977558, 8.398838900599674)"
1977,"(39, 27)","(-10.934422202977558, 8.337261122329274)"
1978,"(39, 28)","(-10.934422202977558, 8.275683344058873)"
1979,"(39, 29)","(-10.934422202977558, 8.214105565788474)"
1980,"(39, 30)","(-10.934422202977558, 8.152527787518073)"
1981,"(39, 31)","(-10.934422202977558, 8.090950009247674)"
1982,"(39, 32)","(-10.934422202977558, 8.029372230977273)"
1983,"(39, 33)","(-10.934422202977558, 7.967794452706873)"
1984,"(39, 34)","(-10.934422202977558, 7.9062166744364735)"
1985,"(39, 35)","(-10.934422202977558, 7.844638896166074)"
1986,"(39, 36)","(-10.934422202977558, 7.783061117895674)"
1987,"(39, 37)","(-10.934422202977558, 7.721483339625273)"
1988,"(39, 38)","(-10.934422202977558, 7.659905561354874)"
1989,"(39, 39)","(-10.934422202977558, 7.598327783084473)"
1990,"(39, 40)","(-10.934422202977558, 7.536750004814074)"
1991,"(39, 41)","(-10.934422202977558, 7.475172226543673)"
1992,"(39, 42)","(-10.934422202977558, 7.413594448273273)"
1993,"(39, 43)","(-10.934422202977558, 7.3520166700028735)"
1994,"(39, 44)","(-10.934422202977558, 7.290438891732474)"
1995,"(39, 45)","(-10.934422202977558, 7.228861113462074)"
1996,"(39, 46)","(-10.934422202977558, 7.167283335191673)"
1997,"(39, 47)","(-10.934422202977558, 7.105705556921274)"
1998,"(39, 48)","(-10.934422202977558, 7.044127778650873)"
1999,"(39, 49)","(-10.934422202977558, 6.982550000380474)"
2000,"(40, 0)","(-10.873805535825959, 9.999861135630074)"
2001,"(40, 1)","(-10.873805535825959, 9.938283357359673)"
2002,"(40, 2)","(-10.873805535825959, 9.876705579089274)"
2003,"(40, 3)","(-10.873805535825959, 9.815127800818873)"
2004,"(40, 4)","(-10.873805535825959, 9.753550022548474)"
2005,"(40, 5)","(-10.873805535825959, 9.691972244278073)"
2006,"(40, 6)","(-10.873805535825959, 9.630394466007674)"
2007,"(40, 7)","(-10.873805535825959, 9.568816687737273)"
2008,"(40, 8)","(-10.873805535825959, 9.507238909466874)"
2009,"(40, 9)","(-10.873805535825959, 9.445661131196474)"
2010,"(40, 10)","(-10.873805535825959, 9.384083352926073)"
2011,"(40, 11)","(-10.873805535825959, 9.322505574655674)"
2012,"(40, 12)","(-10.873805535825959, 9.260927796385273)"
2013,"(40, 13)","(-10.873805535825959, 9.199350018114874)"
2014,"(40, 14)","(-10.873805535825959, 9.137772239844473)"
2015,"(40, 15)","(-10.873805535825959, 9.076194461574074)"
2016,"(40, 16)","(-10.873805535825959, 9.014616683303673)"
2017,"(40, 17)","(-10.873805535825959, 8.953038905033274)"
2018,"(40, 18)","(-10.873805535825959, 8.891461126762874)"
2019,"(40, 19)","(-10.873805535825959, 8.829883348492473)"
2020,"(40, 20)","(-10.873805535825959, 8.768305570222074)"
2021,"(40, 21)","(-10.873805535825959, 8.706727791951673)"
2022,"(40, 22)","(-10.873805535825959, 8.645150013681274)"
2023,"(40, 23)","(-10.873805535825959, 8.583572235410873)"
2024,"(40, 24)","(-10.873805535825959, 8.521994457140474)"
2025,"(40, 25)","(-10.873805535825959, 8.460416678870073)"
2026,"(40, 26)","(-10.873805535825959, 8.398838900599674)"
2027,"(40, 27)","(-10.873805535825959, 8.337261122329274)"
2028,"(40, 28)","(-10.873805535825959, 8.275683344058873)"
2029,"(40, 29)","(-10.873805535825959, 8.214105565788474)"
2030,"(40, 30)","(-10.873805535825959, 8.152527787518073)"
2031,"(40, 31)","(-10.873805535825959, 8.090950009247674)"
2032,"(40, 32)","(-10.873805535825959, 8.029372230977273)"
2033,"(40, 33)","(-10.873805535825959, 7.967794452706873)"
2034,"(40, 34)","(-10.873805535825959, 7.9062166744364735)"
2035,"(40, 35)","(-10.873805535825959, 7.844638896166074)"
2036,"(40, 36)","(-10.873805535825959, 7.783061117895674)"
2037,"(40, 37)","(-10.873805535825959, 7.721483339625273)"
2038,"(40, 38)","(-10.873805535825959, 7.659905561354874)"
2039,"(40, 39)","(-10.873805535825959, 7.598327783084473)"
2040,"(40, 40)","(-10.873805535825959, 7.536750004814074)"
2041,"(40, 41)","(-10.873805535825959, 7.475172226543673)"
2042,"(40, 42)","(-10.873805535825959, 7.413594448273273)"
2043,"(40, 43)","(-10.873805535825959, 7.3520166700028735)"
2044,"(40, 44)","(-10.873805535825959, 7.290438891732474)"
2045,"(40, 45)","(-10.873805535825959, 7.228861113462074)"
2046,"(40, 46)","(-10.873805535825959, 7.167283335191673)"
2047,"(40, 47)","(-10.873805535825959, 7.105705556921274)"
2048,"(40, 48)","(-10.873805535825959, 7.044127778650873)"
2049,"(40, 49)","(-10.873805535825959, 6.982550000380474)"
2050,"(41, 0)","(-10.81318886867436, 9.999861135630074)"
2051,"(41, 1)","(-10.81318886867436, 9.938283357359673)"
2052,"(41, 2)","(-10.81318886867436, 9.876705579089274)"
2053,"(41, 3)","(-10.81318886867436, 9.815127800818873)"
2054,"(41, 4)","(-10.81318886867436, 9.753550022548474)"
2055,"(41, 5)","(-10.81318886867436, 9.691972244278073)"
2056,"(41, 6)","(-10.81318886867436, 9.630394466007674)"
2057,"(41, 7)","(-10.81318886867436, 9.568816687737273)"
2058,"(41, 8)","(-10.81318886867436, 9.507238909466874)"
2059,"(41, 9)","(-10.81318886867436, 9.445661131196474)"
2060,"(41, 10)","(-10.81318886867436, 9.384083352926073)"
2061,"(41, 11)","(-10.81318886867436, 9.322505574655674)"
2062,"(41, 12)","(-10.81318886867436, 9.260927796385273)"
2063,"(41, 13)","(-10.81318886867436, 9.199350018114874)"
2064,"(41, 14)","(-10.81318886867436, 9.137772239844473)"
2065,"(41, 15)","(-10.81318886867436, 9.076194461574074)"
2066,"(41, 16)","(-10.81318886867436, 9.014616683303673)"
2067,"(41, 17)","(-10.81318886867436, 8.953038905033274)"
2068,"(41, 18)","(-10.81318886867436, 8.891461126762874)"
2069,"(41, 19)","(-10.81318886867436, 8.829883348492473)"
2070,"(41, 20)","(-10.81318886867436, 8.768305570222074)"
2071,"(41, 21)","(-10.81318886867436, 8.706727791951673)"
2072,"(41, 22)","(-10.81318886867436, 8.645150013681274)"
2073,"(41, 23)","(-10.81318886867436, 8.583572235410873)"
2074,"(41, 24)","(-10.81318886867436, 8.521994457140474)"
2075,"(41, 25)","(-10.81318886867436, 8.460416678870073)"
2076,"(41, 26)","(-10.81318886867436, 8.398838900599674)"
2077,"(41, 27)","(-10.81318886867436, 8.337261122329274)"
2078,"(41, 28)","(-10.81318886867436, 8.275683344058873)"
2079,"(41, 29)","(-10.81318886867436, 8.214105565788474)"
2080,"(41, 30)","(-10.81318886867436, 8.152527787518073)"
2081,"(41, 31)","(-10.81318886867436, 8.090950009247674)"
2082,"(41, 32)","(-10.81318886867436, 8.029372230977273)"
2083,"(41, 33)","(-10.81318886867436, 7.967794452706873)"
2084,"(41, 34)","(-10.81318886867436, 7.9062166744364735)"
2085,"(41, 35)","(-10.81318886867436, 7.844638896166074)"
2086,"(41, 36)","(-10.81318886867436, 7.783061117895674)"
2087,"(41, 37)","(-10.81318886867436, 7.721483339625273)"
2088,"(41, 38)","(-10.81318886867436, 7.659905561354874)"
2089,"(41, 39)","(-10.81318886867436, 7.598327783084473)"
2090,"(41, 40)","(-10.81318886867436, 7.536750004814074)"
2091,"(41, 41)","(-10.81318886867436, 7.475172226543673)"
2092,"(41, 42)","(-10.81318886867436, 7.413594448273273)"
2093,"(41, 43)","(-10.81318886867436, 7.3520166700028735)"
2094,"(41, 44)","(-10.81318886867436, 7.290438891732474)"
2095,"(41, 45)","(-10.81318886867436, 7.228861113462074)"
2096,"(41, 46)","(-10.81318886867436, 7.167283335191673)"
2097,"(41, 47)","(-10.81318886867436, 7.105705556921274)"
2098,"(41, 48)","(-10.81318886867436, 7.044127778650873)"
2099,"(41, 49)","(-10.81318886867436, 6.982550000380474)"
2100,"(42, 0)","(-10.752572201522758, 9.999861135630074)"
2101,"(42, 1)","(-10.752572201522758, 9.938283357359673)"
2102,"(42, 2)","(-10.752572201522758, 9.876705579089274)"
2103,"(42, 3)","(-10.752572201522758, 9.815127800818873)"
2104,"(42, 4)","(-10.752572201522758, 9.753550022548474)"
2105,"(42, 5)","(-10.752572201522758, 9.691972244278073)"
2106,"(42, 6)","(-10.752572201522758, 9.630394466007674)"
2107,"(42, 7)","(-10.752572201522758, 9.568816687737273)"
2108,"(42, 8)","(-10.752572201522758, 9.507238909466874)"
2109,"(42, 9)","(-10.752572201522758, 9.445661131196474)"
2110,"(42, 10)","(-10.752572201522758, 9.384083352926073)"
2111,"(42, 11)","(-10.752572201522758, 9.322505574655674)"
2112,"(42, 12)","(-10.752572201522758, 9.260927796385273)"
2113,"(42, 13)","(-10.752572201522758, 9.199350018114874)"
2114,"(42, 14)","(-10.752572201522758, 9.137772239844473)"
2115,"(42, 15)","(-10.752572201522758, 9.076194461574074)"
2116,"(42, 16)","(-10.752572201522758, 9.014616683303673)"
2117,"(42, 17)","(-10.752572201522758, 8.953038905033274)"
2118,"(42, 18)","(-10.752572201522758, 8.891461126762874)"
2119,"(42, 19)","(-10.752572201522758, 8.829883348492473)"
2120,"(42, 20)","(-10.752572201522758, 8.768305570222074)"
2121,"(42, 21)","(-10.752572201522758, 8.706727791951673)"
2122,"(42, 22)","(-10.752572201522758, 8.645150013681274)"
2123,"(42, 23)","(-10.752572201522758, 8.583572235410873)"
2124,"(42, 24)","(-10.752572201522758, 8.521994457140474)"
2125,"(42, 25)","(-10.752572201522758, 8.460416678870073)"
2126,"(42, 26)","(-10.752572201522758, 8.398838900599674)"
2127,"(42, 27)","(-10.752572201522758, 8.337261122329274)"
2128,"(42, 28)","(-10.752572201522758, 8.275683344058873)"
2129,"(42, 29)","(-10.752572201522758, 8.214105565788474)"
2130,"(42, 30)","(-10.752572201522758, 8.152527787518073)"
2131,"(42, 31)","(-10.752572201522758, 8.090950009247674)"
2132,"(42, 32)","(-10.752572201522758, 8.029372230977273)"
2133,"(42, 33)","(-10.752572201522758, 7.967794452706873)"
2134,"(42, 34)","(-10.752572201522758, 7.9062166744364735)"
2135,"(42, 35)","(-10.752572201522758, 7.844638896166074)"
2136,"(42, 36)","(-10.752572201522758, 7.783061117895674)"
2137,"(42, 37)","(-10.752572201522758, 7.721483339625273)"
2138,"(42, 38)","(-10.752572201522758, 7.659905561354874)"
2139,"(42, 39)","(-10.752572201522758, 7.598327783084473)"
2140,"(42, 40)","(-10.752572201522758, 7.536750004814074)"
2141,"(42, 41)","(-10.752572201522758, 7.475172226543673)"
2142,"(42, 42)","(-10.752572201522758, 7.413594448273273)"
2143,"(42, 43)","(-10.752572201522758, 7.3520166700028735)"
2144,"(42, 44)","(-10.752572201522758, 7.290438891732474)"
2145,"(42, 45)","(-10.752572201522758, 7.228861113462074)"
2146,"(42, 46)","(-10.752572201522758, 7.167283335191673)"
2147,"(42, 47)","(-10.752572201522758, 7.105705556921274)"
2148,"(42, 48)","(-10.752572201522758, 7.044127778650873)"
2149,"(42, 49)","(-10.752572201522758, 6.982550000380474)"
2150,"(43, 0)","(-10.691955534371159, 9.999861135630074)"
2151,"(43, 1)","(-10.691955534371159, 9.938283357359673)"
2152,"(43, 2)","(-10.691955534371159, 9.876705579089274)"
2153,"(43, 3)","(-10.691955534371159, 9.815127800818873)"
2154,"(43, 4)","(-10.691955534371159, 9.753550022548474)"
2155,"(43, 5)","(-10.691955534371159, 9.691972244278073)"
2156,"(43, 6)","(-10.691955534371159, 9.630394466007674)"
2157,"(43, 7)","(-10.691955534371159, 9.568816687737273)"
2158,"(43, 8)","(-10.691955534371159, 9.507238909466874)"
2159,"(43, 9)","(-10.691955534371159, 9.445661131196474)"
2160,"(43, 10)","(-10.691955534371159, 9.384083352926073)"
2161,"(43, 11)","(-10.691955534371159, 9.322505574655674)"
2162,"(43, 12)","(-10.691955534371159, 9.260927796385273)"
2163,"(43, 13)","(-10.691955534371159, 9.199350018114874)"
2164,"(43, 14)","(-10.691955534371159, 9.137772239844473)"
2165,"(43, 15)","(-10.691955534371159, 9.076194461574074)"
2166,"(43, 16)","(-10.691955534371159, 9.014616683303673)"
2167,"(43, 17)","(-10.691955534371159, 8.953038905033274)"
2168,"(43, 18)","(-10.691955534371159, 8.891461126762874)"
2169,"(43, 19)","(-10.691955534371159, 8.829883348492473)"
2170,"(43, 20)","(-10.691955534371159, 8.768305570222074)"
2171,"(43, 21)","(-10.691955534371159, 8.706727791951673)"
2172,"(43, 22)","(-10.691955534371159, 8.645150013681274)"
2173,"(43, 23)","(-10.691955534371159, 8.583572235410873)"
2174,"(43, 24)","(-10.691955534371159, 8.521994457140474)"
2175,"(43, 25)","(-10.691955534371159, 8.460416678870073)"
2176,"(43, 26)","(-10.691955534371159, 8.398838900599674)"
2177,"(43, 27)","(-10.691955534371159, 8.337261122329274)"
2178,"(43, 28)","(-10.691955534371159, 8.275683344058873)"
2179,"(43, 29)","(-10.691955534371159, 8.214105565788474)"
2180,"(43, 30)","(-10.691955534371159, 8.152527787518073)"
2181,"(43, 31)","(-10.691955534371159, 8.090950009247674)"
2182,"(43, 32)","(-10.691955534371159, 8.029372230977273)"
2183,"(43, 33)","(-10.691955534371159, 7.967794452706873)"
2184,"(43, 34)","(-10.691955534371159, 7.9062166744364735)"
2185,"(43, 35)","(-10.691955534371159, 7.844638896166074)"
2186,"(43, 36)","(-10.691955534371159, 7.783061117895674)"
2187,"(43, 37)","(-10.691955534371159, 7.721483339625273)"
2188,"(43, 38)","(-10.691955534371159, 7.659905561354874)"
2189,"(43, 39)","(-10.691955534371159, 7.598327783084473)"
2190,"(43, 40)","(-10.691955534371159, 7.536750004814074)"
2191,"(43, 41)","(-10.691955534371159, 7.475172226543673)"
2192,"(43, 42)","(-10.691955534371159, 7.413594448273273)"
2193,"(43, 43)","(-10.691955534371159, 7.3520166700028735)"
2194,"(43, 44)","(-10.691955534371159, 7.290438891732474)"
2195,"(43, 45)","(-10.691955534371159, 7.228861113462074)"
2196,"(43, 46)","(-10.691955534371159, 7.167283335191673)"
2197,"(43, 47)","(-10.691955534371159, 7.105705556921274)"
2198,"(43, 48)","(-10.691955534371159, 7.044127778650873)"
2199,"(43, 49)","(-10.691955534371159, 6.982550000380474)"
2200,"(44, 0)","(-10.631338867219558, 9.999861135630074)"
2201,"(44, 1)","(-10.631338867219558, 9.938283357359673)"
2202,"(44, 2)","(-10.631338867219558, 9.876705579089274)"
2203,"(44, 3)","(-10.631338867219558, 9.815127800818873)"
2204,"(44, 4)","(-10.631338867219558, 9.753550022548474)"
2205,"(44, 5)","(-10.631338867219558, 9.691972244278073)"
2206,"(44, 6)","(-10.631338867219558, 9.630394466007674)"
2207,"(44, 7)","(-10.631338867219558, 9.568816687737273)"
2208,"(44, 8)","(-10.631338867219558, 9.507238909466874)"
